opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
ULJM9JGL,20,4,75,Lost,2017-04-07,2017-04-15,0.0
PYY9M6Q4,20,2,49,Won,2017-04-07,2017-04-13,4152.0
WAF692K8,28,3,14,Won,2017-04-07,2017-06-24,51.0
0UDLH6I3,15,1,81,Lost,2017-04-07,2017-04-15,0.0
WUGE2QUO,8,4,72,Lost,2017-04-07,2017-04-18,0.0
XBLA9VO6,30,6,65,Won,2017-04-07,2017-05-18,1103.0
QL7H3WQZ,6,6,76,Won,2017-04-07,2017-04-09,1091.0
DXBLA2BS,6,6,85,Won,2017-04-07,2017-04-17,1189.0
EYW0QD8A,6,2,68,Won,2017-04-07,2017-06-27,4534.0
NXWNJ7U5,32,1,31,Lost,2017-04-07,2017-05-12,0.0
8LVFBGN4,32,6,44,Lost,2017-04-07,2017-04-16,0.0
UUGY3W44,31,1,,Engaging,2017-04-07,,
BHHDOY2E,31,4,,Engaging,2017-04-07,,
SUQNORF2,4,1,11,Lost,2017-04-07,2017-04-16,0.0
3M03SX77,27,1,12,Won,2017-04-07,2017-04-13,522.0
C7Y0UUIN,27,2,32,Won,2017-04-07,2017-05-27,5012.0
DI6H5ERU,34,6,58,Won,2017-04-07,2017-04-08,1109.0
SQZ293C0,5,5,28,Won,2017-04-07,2017-04-13,4659.0
2SGRE4VE,9,1,9,Lost,2017-04-07,2017-04-16,0.0
AMKR98V4,3,5,11,Lost,2017-04-07,2017-06-13,0.0
DESFU690,3,5,73,Lost,2017-04-07,2017-04-09,0.0
V8HMIE7M,3,3,45,Lost,2017-04-07,2017-05-30,0.0
91JBU17E,3,4,57,Lost,2017-04-07,2017-04-12,0.0
XDECB9X2,24,1,,Engaging,2017-04-07,,
4MMQZHCK,24,4,44,Lost,2017-04-07,2017-04-16,0.0
RSKU2ZHM,33,4,24,Lost,2017-04-07,2017-04-13,0.0
8LTQ9ESQ,1,4,15,Lost,2017-04-08,2017-04-15,0.0
EBBIJKLT,1,6,66,Won,2017-04-08,2017-04-15,1142.0
GL95LARP,19,2,,Engaging,2017-04-08,,
8RIKWACO,13,1,81,Won,2017-04-08,2017-05-27,491.0
FM505XD5,18,5,79,Engaging,2017-04-08,,
U3394VAL,10,2,23,Lost,2017-04-08,2017-04-18,0.0
G58AHYTW,10,3,16,Lost,2017-04-08,2017-04-14,0.0
KK7L97V7,10,2,25,Won,2017-04-08,2017-04-09,5678.0
GWRPJWRO,20,2,5,Lost,2017-04-08,2017-04-16,0.0
GNKFTK7J,20,1,69,Won,2017-04-08,2017-06-14,547.0
UEL6CAP9,15,1,74,Lost,2017-04-08,2017-04-16,0.0
2FEA30KT,26,6,64,Won,2017-04-08,2017-05-25,935.0
P2VXL7MO,26,5,61,Won,2017-04-08,2017-04-10,4761.0
YT7QY06V,26,4,51,Won,2017-04-08,2017-04-14,3224.0
L66MAMK5,32,1,70,Won,2017-04-08,2017-04-17,501.0
RGYBSSEK,4,4,67,Won,2017-04-08,2017-04-17,3532.0
J6F10SFK,27,4,,Engaging,2017-04-08,,
5KC9ZGBX,34,2,77,Won,2017-04-08,2017-04-12,4320.0
AYIPNQFR,5,3,28,Lost,2017-04-08,2017-04-10,0.0
Q1MP64HG,21,6,84,Won,2017-04-08,2017-06-11,1123.0
XGD6BFD6,14,2,78,Won,2017-04-08,2017-04-09,5217.0
1IH166HI,3,3,11,Lost,2017-04-08,2017-05-27,0.0
U4IJO6SL,24,2,,Engaging,2017-04-08,,
BK85705L,24,1,46,Won,2017-04-08,2017-06-10,595.0
77MKNCO3,24,5,44,Won,2017-04-08,2017-04-16,5848.0
OB7TAJOZ,33,1,22,Lost,2017-04-08,2017-04-09,0.0
DU0E2LMZ,33,3,54,Lost,2017-04-08,2017-04-13,0.0
1B4CL153,33,5,77,Won,2017-04-08,2017-04-17,5884.0
93X2W24Q,1,4,3,Won,2017-04-09,2017-06-02,3666.0
U0E9CRX5,22,1,81,Lost,2017-04-09,2017-04-18,0.0
I7KV29LC,19,1,44,Won,2017-04-09,2017-04-20,598.0
NNM6GN1J,19,4,37,Won,2017-04-09,2017-04-16,3275.0
D1UDLFVY,2,1,25,Lost,2017-04-09,2017-04-10,0.0
M8WP93D4,2,1,39,Lost,2017-04-09,2017-04-18,0.0
3GPAFD3X,2,3,85,Lost,2017-04-09,2017-04-20,0.0
PVLGUIEN,13,4,,Engaging,2017-04-09,,
XUQ7RS1Q,18,2,2,Lost,2017-04-09,2017-05-30,0.0
UFGI9P05,10,2,59,Won,2017-04-09,2017-04-18,4978.0
RDQZ245F,28,3,14,Won,2017-04-09,2017-05-29,56.0
JA2CDNVM,8,4,38,Won,2017-04-09,2017-04-14,3077.0
R0XAJA2I,26,6,36,Won,2017-04-09,2017-04-17,974.0
BU1B6PHK,32,6,10,Won,2017-04-09,2017-04-10,915.0
C3918FWQ,31,6,64,Lost,2017-04-09,2017-08-12,0.0
8GBXTWXE,31,4,6,Lost,2017-04-09,2017-04-16,0.0
Z29AX2KB,31,6,12,Won,2017-04-09,2017-06-20,983.0
E733YMVH,7,6,38,Won,2017-04-09,2017-04-10,1204.0
Y35ES8UY,5,5,12,Lost,2017-04-09,2017-04-16,0.0
QDRYCR05,9,6,45,Won,2017-04-09,2017-04-10,970.0
TYWS7KJR,21,1,2,Won,2017-04-09,2017-04-16,575.0
X22G55Y5,14,5,26,Won,2017-04-09,2017-06-18,5986.0
X7FZMKZW,3,6,23,Lost,2017-04-09,2017-04-21,0.0
72WE0PUH,24,3,58,Won,2017-04-09,2017-06-16,64.0
45B6VA2Y,12,3,,Engaging,2017-04-09,,
SKBDCYV5,33,6,82,Engaging,2017-04-09,,
HLGGWYP1,33,1,61,Lost,2017-04-09,2017-04-15,0.0
RU3OP2BA,33,4,41,Won,2017-04-09,2017-06-26,3070.0
YXOM4S7G,1,3,23,Lost,2017-04-10,2017-04-11,0.0
JPH5WS60,22,1,37,Lost,2017-04-10,2017-04-11,0.0
O1TDG6YN,19,6,49,Lost,2017-04-10,2017-04-17,0.0
4INFXLM5,2,3,57,Lost,2017-04-10,2017-04-20,0.0
LIZMTGH2,2,4,39,Won,2017-04-10,2017-04-18,3409.0
04LU4OPA,18,5,1,Won,2017-04-10,2017-06-11,5721.0
T1I8GE75,18,2,26,Won,2017-04-10,2017-06-28,5039.0
2HU581DM,18,2,78,Won,2017-04-10,2017-04-11,5000.0
75S7S74S,10,1,36,Lost,2017-04-10,2017-04-18,0.0
VTVF5TBV,10,2,11,Lost,2017-04-10,2017-04-18,0.0
6AC2ATXU,10,5,30,Won,2017-04-10,2017-04-16,4955.0
F4J6AVPQ,10,2,12,Won,2017-04-10,2017-04-17,5065.0
NFTSU7RW,10,2,29,Won,2017-04-10,2017-04-17,4343.0
NCUXZU3S,10,2,66,Won,2017-04-10,2017-04-20,3892.0
YGNVLLUR,8,1,76,Lost,2017-04-10,2017-04-20,0.0
XQ0N9T87,26,4,,Engaging,2017-04-10,,
O08NQM1J,30,4,10,Lost,2017-04-10,2017-04-11,0.0
5OJ4IRW4,6,6,13,Won,2017-04-10,2017-06-27,1115.0
ZLY8SZXO,32,1,42,Won,2017-04-10,2017-04-16,533.0
DCC85LZO,32,6,10,Won,2017-04-10,2017-04-13,1290.0
ZVWUL0LL,31,1,36,Lost,2017-04-10,2017-04-12,0.0
4R5LIB5F,31,6,33,Lost,2017-04-10,2017-06-13,0.0
P010EEZF,4,3,19,Lost,2017-04-10,2017-04-12,0.0
7AL9GWK6,4,6,11,Won,2017-04-10,2017-06-02,1047.0
RHXY2M2W,4,3,30,Won,2017-04-10,2017-04-18,47.0
IKU97NEU,27,4,25,Engaging,2017-04-10,,
R7SESFM0,7,1,12,Lost,2017-04-10,2017-04-21,0.0
X501NN9P,7,2,57,Won,2017-04-10,2017-06-09,4413.0
AUDYTWRK,34,6,36,Won,2017-04-10,2017-06-26,950.0
EUKD4Z0V,21,2,56,Lost,2017-04-10,2017-04-16,0.0
KPUHKYWU,21,2,71,Won,2017-04-10,2017-04-20,4136.0
B0KF3NFK,3,3,60,Won,2017-04-10,2017-04-18,62.0
70M5V003,24,3,41,Lost,2017-04-10,2017-04-18,0.0
456BP2X7,33,4,,Engaging,2017-04-10,,
OC66D0JA,33,1,32,Won,2017-04-10,2017-04-11,467.0
KE7SZLG7,22,6,27,Won,2017-04-11,2017-06-11,1075.0
XYZ39YT2,2,3,3,Lost,2017-04-11,2017-04-19,0.0
O4LNS6IC,18,3,52,Won,2017-04-11,2017-04-13,52.0
UKIM9XIZ,10,2,38,Lost,2017-04-11,2017-04-19,0.0
5Z0ACVAM,10,2,38,Lost,2017-04-11,2017-04-12,0.0
DIAR4IM7,10,2,12,Won,2017-04-11,2017-04-18,4837.0
30YWHJV8,20,6,56,Lost,2017-04-11,2017-04-18,0.0
ABXW1X4U,28,1,22,Lost,2017-04-11,2017-06-22,0.0
SZ1H1L8I,28,6,77,Won,2017-04-11,2017-04-13,1163.0
IR03B656,8,1,60,Lost,2017-04-11,2017-04-21,0.0
6NZROTHF,30,5,58,Lost,2017-04-11,2017-06-10,0.0
IFIIB8Y6,32,1,44,Lost,2017-04-11,2017-04-13,0.0
J58BUYQH,31,6,,Engaging,2017-04-11,,
R2CS85YJ,31,1,34,Lost,2017-04-11,2017-04-13,0.0
8EAINY61,31,1,64,Lost,2017-04-11,2017-04-18,0.0
T23MHC9C,31,1,17,Won,2017-04-11,2017-04-18,568.0
D30QC4EE,31,2,58,Won,2017-04-11,2017-06-19,5063.0
JHIX3ODA,5,4,15,Lost,2017-04-11,2017-04-21,0.0
BPUE8GTU,5,3,60,Won,2017-04-11,2017-06-06,46.0
2DOJKFNW,9,4,15,Lost,2017-04-11,2017-04-12,0.0
0PSKGNYE,9,1,30,Won,2017-04-11,2017-04-12,504.0
J75N0QYA,9,3,30,Won,2017-04-11,2017-04-13,55.0
SDS8SAZC,25,2,35,Won,2017-04-11,2017-06-17,4760.0
1426E8W6,3,1,9,Lost,2017-04-11,2017-04-21,0.0
3BFBN8JW,3,4,25,Lost,2017-04-11,2017-04-18,0.0
W1GERPB9,24,2,21,Won,2017-04-11,2017-06-21,4653.0
FN1QX0BQ,12,3,,Engaging,2017-04-11,,
922DHXBA,12,3,53,Lost,2017-04-11,2017-04-22,0.0
L36WU4AH,12,3,48,Won,2017-04-11,2017-04-12,55.0
2K8H292S,1,1,60,Lost,2017-04-12,2017-04-18,0.0
7Y530NLJ,22,6,28,Engaging,2017-04-12,,
XNHGOHPW,22,4,44,Won,2017-04-12,2017-04-22,3223.0
GAM8C5ET,19,5,2,Lost,2017-04-12,2017-04-17,0.0
BHT7UEDJ,19,1,81,Won,2017-04-12,2017-04-19,553.0
7PAVX9CP,19,6,27,Won,2017-04-12,2017-04-14,1114.0
IVW8MQGN,2,4,15,Won,2017-04-12,2017-04-20,3785.0
CVFUMOK9,13,5,57,Engaging,2017-04-12,,
1VHUPB8X,10,6,68,Lost,2017-04-12,2017-04-14,0.0
G5FN7I7T,10,4,30,Lost,2017-04-12,2017-06-28,0.0
OHVPXBSR,20,2,80,Won,2017-04-12,2017-04-13,5316.0
GHY9QZKG,26,3,32,Lost,2017-04-12,2017-04-16,0.0
M9RGVU1F,6,2,9,Lost,2017-04-12,2017-04-24,0.0
JBBJL4C2,6,1,19,Won,2017-04-12,2017-06-23,531.0
HMI6RBK9,6,1,57,Won,2017-04-12,2017-06-16,544.0
2EKGLB0Q,32,1,79,Won,2017-04-12,2017-04-13,478.0
NBYPJR21,32,2,24,Won,2017-04-12,2017-04-22,5672.0
HYPZOTY8,32,3,32,Won,2017-04-12,2017-04-19,51.0
31I0SB7T,32,4,44,Won,2017-04-12,2017-04-19,3141.0
R0CLLIH9,31,2,,Engaging,2017-04-12,,
UIDAJBAI,31,2,17,Lost,2017-04-12,2017-04-13,0.0
VO3C2LE4,31,3,34,Lost,2017-04-12,2017-04-16,0.0
UC7JT39Q,27,3,31,Lost,2017-04-12,2017-04-13,0.0
F1LLBOUV,7,6,11,Lost,2017-04-12,2017-04-13,0.0
7H9J8W50,7,5,36,Lost,2017-04-12,2017-04-14,0.0
8O03S3U3,5,5,13,Lost,2017-04-12,2017-04-22,0.0
TGQN6HTN,21,5,42,Won,2017-04-12,2017-06-21,5393.0
X8GGF9MG,25,3,19,Engaging,2017-04-12,,
CPJK2600,3,3,67,Lost,2017-04-12,2017-04-19,0.0
3P7QQSVF,24,3,,Engaging,2017-04-12,,
PGXIPGDM,24,4,47,Engaging,2017-04-12,,
TLXS1NB8,24,5,33,Lost,2017-04-12,2017-04-19,0.0
TRR34NSR,24,1,36,Won,2017-04-12,2017-06-06,638.0
F2KINGVU,24,3,41,Won,2017-04-12,2017-04-23,50.0
Q169CIK6,12,4,5,Lost,2017-04-12,2017-04-18,0.0
1QWG9VM6,33,2,35,Won,2017-04-12,2017-04-22,4272.0
8OHCCD42,1,6,4,Lost,2017-04-13,2017-04-15,0.0
QBCK25DV,1,3,38,Won,2017-04-13,2017-04-15,58.0
8IEVY30X,22,6,52,Won,2017-04-13,2017-04-14,1088.0
6444O6DK,13,1,18,Lost,2017-04-13,2017-04-23,0.0
GNL7T2JP,13,2,63,Lost,2017-04-13,2017-04-18,0.0
V9YR14KW,18,1,56,Lost,2017-04-13,2017-04-20,0.0
24LP4J8U,18,2,42,Lost,2017-04-13,2017-05-13,0.0
37LTMWB0,10,1,3,Lost,2017-04-13,2017-04-20,0.0
8BH9RNZI,10,2,29,Lost,2017-04-13,2017-04-14,0.0
2ZU519Y6,10,6,16,Won,2017-04-13,2017-04-19,1327.0
ZESI2PFU,10,6,19,Won,2017-04-13,2017-06-27,923.0
X8T4XLTY,10,6,62,Won,2017-04-13,2017-04-23,1058.0
OS2CD01K,10,5,68,Won,2017-04-13,2017-04-21,5220.0
JNKDEAG9,8,5,12,Lost,2017-04-13,2017-04-19,0.0
7MGVL7FC,8,3,59,Won,2017-04-13,2017-04-22,55.0
IFJ2AE9R,26,4,14,Lost,2017-04-13,2017-04-20,0.0
HEDUIEUN,26,3,35,Won,2017-04-13,2017-06-23,62.0
D3OST43E,30,6,31,Won,2017-04-13,2017-04-20,996.0
Z7OH4GWO,32,2,,Engaging,2017-04-13,,
9537WTHG,32,1,58,Lost,2017-04-13,2017-06-09,0.0
6PMHI9G4,32,1,36,Won,2017-04-13,2017-04-22,543.0
H3ITKE4I,31,2,35,Lost,2017-04-13,2017-04-19,0.0
4RPUMZ9M,31,2,79,Lost,2017-04-13,2017-04-21,0.0
U9RFE81I,5,3,76,Lost,2017-04-13,2017-08-16,0.0
4T2XENE2,9,6,62,Lost,2017-04-13,2017-06-16,0.0
LIFA0JYO,3,3,23,Lost,2017-04-13,2017-05-26,0.0
JQ8V4I1K,3,3,4,Won,2017-04-13,2017-04-22,56.0
N5CCEEOY,24,5,42,Lost,2017-04-13,2017-04-20,0.0
C0SNGBJU,24,4,6,Lost,2017-04-13,2017-04-23,0.0
VN6JB8HU,12,6,69,Won,2017-04-13,2017-06-10,1145.0
JK4IB77I,16,2,63,Lost,2017-04-13,2017-04-26,0.0
81G840FM,33,1,,Engaging,2017-04-13,,
U5K2MZB6,33,4,,Engaging,2017-04-13,,
XMEYATKB,19,5,82,Lost,2017-04-14,2017-04-19,0.0
IUDDK8Q0,19,2,7,Lost,2017-04-14,2017-04-22,0.0
YQXAY03C,19,4,74,Lost,2017-04-14,2017-04-19,0.0
QKQ5N9Z1,13,6,48,Won,2017-04-14,2017-04-23,1033.0
RZRRMWTH,18,4,71,Lost,2017-04-14,2017-04-20,0.0
JS9SCCJ3,10,6,30,Lost,2017-04-14,2017-04-15,0.0
WOBZWEPI,10,2,73,Lost,2017-04-14,2017-04-16,0.0
HBIQF55L,10,2,9,Won,2017-04-14,2017-08-14,4359.0
V5XB0UPL,10,2,76,Won,2017-04-14,2017-06-02,4575.0
QW9JMUTD,10,3,23,Won,2017-04-14,2017-04-22,53.0
7ODLTF4W,28,1,41,Won,2017-04-14,2017-04-16,597.0
RUCPPMPY,28,4,83,Won,2017-04-14,2017-06-16,3179.0
SJHD5TFA,8,1,29,Lost,2017-04-14,2017-06-16,0.0
2B0QVPBT,8,3,66,Won,2017-04-14,2017-04-15,57.0
YIZ1VQ3U,26,4,36,Lost,2017-04-14,2017-04-15,0.0
FMNSL9TP,26,4,61,Won,2017-04-14,2017-04-24,2997.0
8ZU8D508,30,1,22,Won,2017-04-14,2017-05-29,545.0
NVDVFYGE,6,1,85,Won,2017-04-14,2017-04-25,565.0
QQH0YV1W,6,3,73,Won,2017-04-14,2017-04-24,54.0
ZVAZKWF3,32,2,,Engaging,2017-04-14,,
IUNX2OMX,32,1,41,Lost,2017-04-14,2017-04-15,0.0
6WODV6KD,32,2,70,Won,2017-04-14,2017-04-21,4991.0
6S2ABHZS,27,1,,Engaging,2017-04-14,,
COM9RNBL,27,3,,Engaging,2017-04-14,,
RTZFPWVN,34,5,36,Lost,2017-04-14,2017-04-19,0.0
VYDCTUAU,34,4,6,Lost,2017-04-14,2017-04-16,0.0
KYFONJP5,14,2,63,Won,2017-04-14,2017-06-16,5546.0
ANXSK3QV,24,3,36,Won,2017-04-14,2017-04-20,59.0
7I6OHUE4,1,6,67,Lost,2017-04-15,2017-04-23,0.0
AY9NWO78,1,3,67,Lost,2017-04-15,2017-04-20,0.0
BEP06EN5,1,5,67,Won,2017-04-15,2017-04-16,5082.0
8H95X3AP,22,5,40,Won,2017-04-15,2017-04-24,5293.0
P7LVKDC9,2,6,36,Won,2017-04-15,2017-06-27,1163.0
QRVHBQSF,20,3,26,Won,2017-04-15,2017-04-16,49.0
8KH8XJRE,15,3,18,Won,2017-04-15,2017-05-01,53.0
YZ4AIQQR,8,4,3,Lost,2017-04-15,2017-04-16,0.0
R8CW1D6X,8,4,30,Lost,2017-04-15,2017-06-12,0.0
68KYNPDQ,26,6,47,Lost,2017-04-15,2017-04-24,0.0
K6M3EX4O,32,6,,Engaging,2017-04-15,,
9B0HGLRU,32,1,21,Lost,2017-04-15,2017-04-21,0.0
LWPFQ1UA,31,1,,Engaging,2017-04-15,,
TN59K8NP,31,1,70,Lost,2017-04-15,2017-08-07,0.0
3OBMD08T,5,4,11,Lost,2017-04-15,2017-04-17,0.0
5FWBETTO,3,4,23,Won,2017-04-15,2017-05-19,3641.0
ANRCHVJM,12,3,55,Engaging,2017-04-15,,
UDTQF84C,12,1,12,Lost,2017-04-15,2017-04-17,0.0
35IRGXY3,33,1,12,Won,2017-04-15,2017-05-23,501.0
YHRVQVPV,33,5,44,Won,2017-04-15,2017-04-20,4687.0
0PGJNCD7,1,1,15,Won,2017-04-16,2017-06-23,626.0
7X7YIWJO,1,1,23,Won,2017-04-16,2017-08-03,489.0
2IO3IJPO,19,2,82,Won,2017-04-16,2017-04-27,4852.0
WCSJBX3N,2,4,76,Lost,2017-04-16,2017-06-28,0.0
FCNYDFK3,18,6,8,Won,2017-04-16,2017-06-06,1192.0
3Y26MZHI,18,2,18,Won,2017-04-16,2017-04-17,5104.0
P0BMLVSL,10,2,11,Won,2017-04-16,2017-08-09,5820.0
QK5BW61U,20,4,1,Won,2017-04-16,2017-08-05,3012.0
J3SZACNW,15,5,69,Lost,2017-04-16,2017-04-22,0.0
5SNTPPOV,15,2,49,Lost,2017-04-16,2017-04-18,0.0
D7F2AWWW,15,2,44,Won,2017-04-16,2017-04-23,3930.0
FUL5V96O,8,6,16,Won,2017-04-16,2017-04-22,1055.0
BWIWI1PC,26,4,6,Lost,2017-04-16,2017-04-22,0.0
GYBIACTC,6,1,62,Won,2017-04-16,2017-04-24,538.0
VD6BP6T2,6,3,16,Won,2017-04-16,2017-04-23,68.0
10AEGW41,31,2,,Engaging,2017-04-16,,
QA9XE19H,31,4,51,Lost,2017-04-16,2017-04-23,0.0
8ZYPSX66,34,1,51,Won,2017-04-16,2017-04-28,572.0
0AN86YDG,34,6,34,Won,2017-04-16,2017-04-24,1234.0
VKXZ36VE,5,1,59,Lost,2017-04-16,2017-04-18,0.0
OJYFSZ2O,3,3,39,Lost,2017-04-16,2017-04-17,0.0
6G6ZCKSB,24,2,,Engaging,2017-04-16,,
YGL1F8K1,24,3,55,Won,2017-04-16,2017-05-04,56.0
C1WGTTYF,12,3,81,Lost,2017-04-16,2017-05-03,0.0
1OZWGQK9,33,3,17,Lost,2017-04-16,2017-04-25,0.0
EXICVP8C,1,3,76,Won,2017-04-17,2017-04-26,52.0
DLXFY70W,1,4,11,Won,2017-04-17,2017-04-24,3668.0
GO7UM9AV,22,1,56,Lost,2017-04-17,2017-04-19,0.0
F5ITRBMX,22,4,84,Won,2017-04-17,2017-08-04,3138.0
8KFFRJSS,2,3,13,Lost,2017-04-17,2017-04-19,0.0
38VRB2P1,13,1,52,Lost,2017-04-17,2017-04-18,0.0
9CGD5QSZ,13,1,82,Lost,2017-04-17,2017-04-21,0.0
UPZRAO84,13,2,40,Won,2017-04-17,2017-06-01,5032.0
BPCWRG9P,18,6,56,Won,2017-04-17,2017-04-20,1310.0
JE5085VJ,18,5,49,Won,2017-04-17,2017-06-27,5076.0
P5MLWDXX,18,4,75,Won,2017-04-17,2017-06-19,3641.0
IJ7AUTVC,10,2,13,Lost,2017-04-17,2017-04-18,0.0
84T104O7,10,6,76,Won,2017-04-17,2017-04-25,1170.0
0GXXCA37,10,2,16,Won,2017-04-17,2017-05-01,4226.0
GACPNKGI,28,3,,Engaging,2017-04-17,,
9PCWAYWC,28,4,33,Lost,2017-04-17,2017-04-18,0.0
OJ0C7S3T,8,2,28,Won,2017-04-17,2017-04-24,4784.0
3VMC6PGJ,26,6,22,Lost,2017-04-17,2017-04-25,0.0
E2MWXGNG,26,4,6,Lost,2017-04-17,2017-04-19,0.0
E4082SMQ,30,1,,Engaging,2017-04-17,,
QZ2E9TSL,30,4,31,Lost,2017-04-17,2017-08-12,0.0
L3AYCTGW,30,2,32,Won,2017-04-17,2017-04-24,5451.0
IZ02GW0R,32,1,22,Won,2017-04-17,2017-04-19,527.0
LSVGDJ1A,31,5,,Engaging,2017-04-17,,
2LSNRT4U,31,2,,Engaging,2017-04-17,,
5AI9WG6M,31,5,79,Lost,2017-04-17,2017-04-25,0.0
Q1DFFYB5,31,5,79,Lost,2017-04-17,2017-04-19,0.0
XWZG5VPL,31,2,61,Lost,2017-04-17,2017-04-18,0.0
30FHAEJZ,31,5,21,Won,2017-04-17,2017-04-19,5408.0
AZOXWEKL,4,6,13,Lost,2017-04-17,2017-05-02,0.0
2NKZR4IM,4,5,39,Lost,2017-04-17,2017-04-24,0.0
3PPB3Q04,4,3,45,Won,2017-04-17,2017-06-23,48.0
C9330YF1,27,1,6,Engaging,2017-04-17,,
610UUEAG,27,1,54,Won,2017-04-17,2017-04-24,527.0
FIYSM4E1,7,6,15,Won,2017-04-17,2017-04-23,1160.0
BCUR8B2A,9,1,38,Won,2017-04-17,2017-06-06,491.0
8PGDRAH2,21,1,74,Won,2017-04-17,2017-04-19,555.0
QD8F0CI6,25,1,,Engaging,2017-04-17,,
7K0S2P6K,25,2,,Engaging,2017-04-17,,
G1C9IG0T,25,3,47,Lost,2017-04-17,2017-04-27,0.0
G4B4Z525,3,3,39,Won,2017-04-17,2017-04-23,62.0
J9SE3QJD,12,3,26,Lost,2017-04-17,2017-04-26,0.0
JORFI81C,12,3,44,Won,2017-04-17,2017-04-25,56.0
GET2JILL,16,4,71,Won,2017-04-17,2017-04-23,3490.0
E3HJPDFZ,33,2,79,Lost,2017-04-17,2017-06-24,0.0
Q22714T0,1,3,3,Lost,2017-04-18,2017-04-24,0.0
FCGE8U5M,1,3,3,Won,2017-04-18,2017-04-25,51.0
ROQBT7TM,1,3,12,Won,2017-04-18,2017-06-20,54.0
WLFLY0BD,1,3,13,Won,2017-04-18,2017-04-27,56.0
8S649LDO,22,2,42,Lost,2017-04-18,2017-05-27,0.0
JR7SC0S2,19,4,27,Won,2017-04-18,2017-08-04,3808.0
MFGCEDXE,13,5,80,Lost,2017-04-18,2017-05-04,0.0
Y9Y4TXD9,13,4,44,Won,2017-04-18,2017-05-03,3041.0
ZKOGIB6R,20,1,78,Lost,2017-04-18,2017-04-25,0.0
DJMPI9TO,28,7,78,Engaging,2017-04-18,,
Z353E8FR,15,4,12,Lost,2017-04-18,2017-04-30,0.0
IKJSXBY0,8,2,39,Lost,2017-04-18,2017-05-04,0.0
5SYJS0HS,26,5,32,Lost,2017-04-18,2017-04-23,0.0
U6XJRWV8,30,4,,Engaging,2017-04-18,,
UXOQQR39,30,6,31,Lost,2017-04-18,2017-04-20,0.0
J5DF2ZO1,30,3,42,Won,2017-04-18,2017-04-29,44.0
HGF361RQ,32,5,77,Lost,2017-04-18,2017-04-24,0.0
9B8SPYAF,32,1,17,Won,2017-04-18,2017-04-24,552.0
BYF6ABTZ,31,5,53,Engaging,2017-04-18,,
VTLI5HIE,31,1,51,Won,2017-04-18,2017-04-26,474.0
N60UJ28O,31,6,77,Won,2017-04-18,2017-04-22,1158.0
R102IPTH,31,5,22,Won,2017-04-18,2017-04-19,5839.0
C9O4E52T,31,2,64,Won,2017-04-18,2017-08-06,4554.0
CJP7LWRK,31,2,77,Won,2017-04-18,2017-04-24,5078.0
NHE1CETW,4,6,28,Lost,2017-04-18,2017-04-26,0.0
1O1GVZEU,27,1,10,Won,2017-04-18,2017-06-04,561.0
K8LRZ95S,34,6,,Engaging,2017-04-18,,
2OQB2KPY,34,6,24,Lost,2017-04-18,2017-04-22,0.0
KK4VW0ZM,9,4,59,Lost,2017-04-18,2017-05-22,0.0
JHLG51ZI,9,4,38,Won,2017-04-18,2017-04-19,3392.0
Q8BZ3PC9,14,5,,Engaging,2017-04-18,,
49ZS7GTS,24,3,,Engaging,2017-04-18,,
M857G6G1,24,4,,Engaging,2017-04-18,,
TS4CB9TH,24,2,21,Won,2017-04-18,2017-04-20,5040.0
5K0ZFCVO,12,3,,Engaging,2017-04-18,,
6AEVX11M,12,3,,Engaging,2017-04-18,,
BH40KWV5,33,2,32,Lost,2017-04-18,2017-04-24,0.0
MMVHAEI3,33,4,58,Lost,2017-04-18,2017-04-25,0.0
PGRIPWHY,33,5,65,Won,2017-04-18,2017-04-25,5853.0
0VXUZU7P,1,3,62,Won,2017-04-19,2017-04-25,49.0
WGETO859,22,1,,Engaging,2017-04-19,,
7B21SGQ8,22,6,27,Won,2017-04-19,2017-04-29,1080.0
I6TVFB6J,2,1,28,Lost,2017-04-19,2017-04-28,0.0
PHAFVDFO,2,3,45,Won,2017-04-19,2017-04-20,55.0
CTWSDG4U,13,1,,Engaging,2017-04-19,,
I6O855AE,18,6,1,Won,2017-04-19,2017-05-22,1282.0
OUIK8VX3,28,7,47,Won,2017-04-19,2017-04-20,23746.0
RYO875D0,15,1,48,Lost,2017-04-19,2017-04-28,0.0
0EYXI1UN,26,4,,Engaging,2017-04-19,,
O5S6WEM7,30,1,17,Lost,2017-04-19,2017-05-01,0.0
DJ2FHO68,32,1,31,Lost,2017-04-19,2017-08-16,0.0
5LHNRZD3,4,4,68,Lost,2017-04-19,2017-04-21,0.0
URIKPDOJ,34,6,10,Lost,2017-04-19,2017-04-27,0.0
U1J4YN0I,9,1,9,Lost,2017-04-19,2017-04-21,0.0
QBUJF4I7,21,3,53,Lost,2017-04-19,2017-04-20,0.0
99QIJAAP,21,3,53,Won,2017-04-19,2017-04-27,61.0
K127AFNP,25,3,41,Lost,2017-04-19,2017-04-30,0.0
4K7PRO1B,25,1,32,Won,2017-04-19,2017-04-28,600.0
XOVYPE58,14,2,2,Engaging,2017-04-19,,
AYB7DWUH,14,5,53,Won,2017-04-19,2017-04-20,5805.0
6CKXLPAR,3,3,36,Won,2017-04-19,2017-06-27,58.0
FQ2F717F,3,3,62,Won,2017-04-19,2017-08-03,52.0
